userName,score,content,final_review,cleaned_review,labeling 
Ronik Ronik,1,"mentang-mentang udah banyak user yang langganan, advice users nya ga di dengerin. buat CS yang lihat ini, sampaiin ke atasan, jangan gitu. jangan lalai. dulu sebelum besar juga banyak user yang bantuin lo jalan, bantuin lo naik. ibarat gini, kalian udah bisa lari sendiri, malah lupa sama yang ngajarin jalan kaki.",mentang mentang udah user langgan advice users nya dengerin lihat sampaiin atas gitu lalai user bantuin jalan bantuin gin udah lari lupa ngajarin jalan kaki,mentang mentang user langgan advice users dengerin lihat sampaiin gitu lalai user bantuin jalan bantuin gin lari lupa ngajarin jalan kaki,
Kasriati Ariefin,1,"Masa Ia Sy sudah Pernah Daftar di Netflix Pake Email Ku,,Tapi Pas Sy Mau Login malah Katanya tidak Menemukan Akun dengan Email Sy Email Tidak Valid,,padah Sejak dlu Pake Email Itu Masuk Ke Netflix,,di suruh buat Akun Baru,,Trus Gimana Kalo Kita Udah Langganan Trus Keluar,,Mau Login Lagi Tapi Susah ??? Sia² song Duit Kita..,Apa Lg Banyak Ulasan Yg Merasa Dirugikan Dgn Kasus Yg sama Gk Bisa Login Padahal Udah Beli Langganan..,Kan Ini Seperti Aplikasi Penipu",daftar netflix pake email pas login temu akun email email valid padah dlu pake email masuk netflix suruh akun trus gimana kalo udah langgan trus login susah sia song duit ulas rugi dgn login udah beli langgan aplikasi tipu,daftar pake email pas login temu akun email email valid padah dlu pake email masuk suruh akun gimana kalo langgan login susah sia song duit ulas rugi login beli langgan tipu,
Indra Firmansyah,5,"mohon isi suara Indonesia, soalnya film banyak gada suara Indonesia .🤦",mohon isi suara indonesia film gada suara indonesia,mohon isi suara indonesia film gada suara indonesia,
Maria Howay,5,suka,suka,suka,
Dimas aditya Prayoga,3,"Netflix mohon video yang udah lama atau pernah tayang di tv hapus,,masukan video2 yang baru² tayang biar makin rame minat nya",netflix mohon video udah tayang hapus masuk video tayang biar rame minat nya,mohon video tayang hapus masuk video tayang biar rame minat,
Eoa Gold Karawang Jawa Barat,5,bagus tapi aku beluk login,bagus beluk login,bagus beluk login,
F izmi Channel,1,"MANGKIN LAMA PENAGIHANYA MAKIN DEKAT TANGGAL NYA DARI TANGGAL 19 KE 8 KE 4 . Kll. DAN SERING KELUAR KELUAR SENDIRI. . LICIK NYA KELEN baru bayar tanggal 23 tanggal 10 di suru bayar lagi kan LICIK X OTAK KELEN, FILIM ITU ITU AJA G ADA YG BARU , DASAR BINATANG",mangkin penagihanya tanggal nya tanggal kll licik nya kelen bayar tanggal tanggal suru bayar licik otak kelen filim dasar binatang,mangkin penagihanya tanggal tanggal kll licik kelen bayar tanggal tanggal suru bayar licik otak kelen filim dasar binatang,
Pasutri,5,siapa saja. dapat. melihat nama,nama,nama,
Pengguna Google,5,tapi sayang banget gak bisa log in,sayang banget log,sayang banget log,
Kujang Galuh,1,"aplikasi ribet,imeil benar sandi benar tetap salah,kalau buat aplikasi yg bagus jangan Abal Abal atau asal saja,👎👎👎",aplikasi ribet imeil sandi salah aplikasi bagus abal abal,ribet imeil sandi salah bagus abal abal,
Muhammad Nabil,1,gk jelas tiba² kgk bisa masuk,kgk masuk,kgk masuk,
Mas Surono,5,makasih terbaik,makasih baik,terima kasih,netral
samsul Bachri,1,mau login pun susah,login susah,login susah,
Koko Denata,1,Cara daftar ribettttttt,daftar ribet,daftar ribet,
Sultan Azziz,1,bug tidak bisa play streaming di handphone hanya keluar animasi loading padahal jaringan lancar,bug play streaming handphone animasi loading jaring lancar,bug play streaming handphone animasi loading jaring lancar,
Hilmy Yusuf Nauval,1,buffer terus padahal pake youtube 8k lancar,buffer pake youtube lancar,buffer pake youtube lancar,
Ano Pano1195,1,"kepada yang terhormat Netflix, tolong lah Netflix di update Flim"" barunya, dan subtitle juga semua bahasa Indonesia",hormat netflix tolong netflix update flim baru subtitle bahasa indonesia,hormat tolong update flim subtitle bahasa indonesia,netral
Rimal Reska,3,bagus.. tapi kurang lengkap menurut saya. selain film terbaru kurang lengkap. Mau nonton film Bollywood pun terbatas. tolong di buatinlah film Bollywood lengkap sesuai tahun biar bisa milih sesuai selera.,bagus lengkap film baru lengkap nonton film bollywood batas tolong buatinlah film bollywood lengkap sesuai biar milih sesuai selera,bagus lengkap film lengkap nonton film bollywood batas tolong buatinlah film bollywood lengkap sesuai biar milih sesuai selera,
Saupi Nanasopia,1,tlng tingkatkan lagi pdhl sandi google nya benar tapi di suruh buat lagi ee gmn jak mau Netflix nya ee,tlng tingkat pdhl sandi google nya suruh gmn jak netflix nya,tlng tingkat sandi google suruh gmn jak,
Lanang Jinan B Adamson,5,saya sangat suka namun saya ingin jika anda menambahkan movie demon slayer terbaru secepatnya,suka movie demon slayer baru cepat,suka movie demon slayer cepat,
Panggil Royy saja,1,cara daftarnya harus bayar yaa ribet banget dah,daftar bayar yaa ribet banget dah,daftar bayar yaa ribet banget dah,
Ayam Goreng,1,kikir banget ajg nih game,kikir banget ajg game,kikir banget ajg game,
Linda Soft,1,PERINGATAN : jangan terjebak download aplikasi ini. Anda akan diminta daftar dan membayar tanpa bisa mengecek film yang ingin anda tonton terlebih dahulu. Bagaimana jika sudah saya bayar biaya langganannya tapi film lama yang ingin saya tonton ternyata tidak ada?,ingat jebak download aplikasi daftar bayar ecek film tonton bayar biaya langgan film tonton,jebak download daftar bayar ecek film tonton bayar biaya langgan film tonton,
liora,5,aplikasi ini sangat bagus film film nya lengkap dan seru saya kasih bintang 5,aplikasi bagus film film nya lengkap seru kasih bintang,bagus film film lengkap seru kasih bintang,
Banyu Saka,5,aplikasi ini sangat bagus,aplikasi bagus,bagus,
athifa diantoro,1,aplikasi ini suruh bayar dan buat akun mau nonton film gratis di teragogo aja lah,aplikasi suruh bayar akun nonton film gratis agogo,suruh bayar akun nonton film gratis agogo,
ragna crismon,5,good,good,good,
Raldi Ramdani,5,download cuman mau nonton jojo sbr hehe,download cuman nonton jojo sbr hehe,download cuman nonton jojo sbr hehe,
Deri Riy,1,Tidak bisa memutar video,putar video,putar video,
F K,1,"Rattingnya skrg 3,6... brarti netflix tdk bagus lg, saya jg sdh tdk berlangganan lagi sbb rugi, film yang baru ditambahkan saya kira film² baru, ternyata film² yang sudah basi tidak layak ditonton karna kwalitasnya juga sudah pada buram, pokoknya flm²nya NETFLIX 90% film jadul, rugi berlangganan!!! Apa lg yg versi baru skrg makin RUSUH GAME CELLULAR dimasukkan ke netflix, bikin hp berat!!! Sumpah nyesel memperpanjang langganan! Bulan dpn saya tdk akan berlangganan lg, UNINSTAL lbh baik!!! 😡😡😡",rattingnya skrg brarti netflix tdk bagus sdh tdk langgan sbb rugi film film film basi layak tonton karna kwalitasnya buram pokok flm nya netflix film jadul rugi langgan skrg rusuh game cellular masuk netflix berat sumpah nyesel panjang langgan dpn tdk langgan uninstal lbh,rattingnya skrg brarti bagus sdh langgan sbb rugi film film film basi layak tonton karna kwalitasnya buram pokok flm film jadul rugi langgan skrg rusuh game cellular masuk berat sumpah nyesel langgan dpn langgan uninstal lbh,
Smj Ysri,3,kenapa sih kl selalu metode pembayaran selalu di ubah kl telat langganan 1 minggu,sih metode bayar ubah telat langgan minggu,sih metode bayar ubah telat langgan minggu,
21_28Daniel,1,aplikasi suka menarik tagihan sesuka hati,aplikasi suka tarik tagih suka hati,suka tarik tagih suka hati,
Rangga Fadilla,1,ang gilo,ang gilo,ang gilo,
Jessicasihite,1,saya baru download dan sudah bayar tpi gak bisa mutar video nya,download bayar mutar video nya,download bayar mutar video,
Arfa Putra,1,"apk ini sangat jelek,saya sudah benar memasuki sandi TPI tetep aja gabisa,bikin kesel asli,jelek👎👎",apk jelek pasuk sandi tetep gabisa kesel asli jelek,jelek pasuk sandi tetep gabisa kesel asli jelek,
metta bedunk,1,ini knpa netflix saya gak bisa kebuka ya,knpa netflix buka,knpa buka,
zazkia rahmawati,3,"Netflix bisa ga ,ga berlangganan?🥰gada uang cuy hehee..",netflix langgan gada uang cuy hehee,langgan gada uang cuy hehee,
Deddy Djumhana,5,terima kasih,terima kasih,terima kasih,
Melati Ferdarani,1,"saya berlangganan netfix tapi kenapa ga bisa dibuka. tulisannya, ""perangkatmu bukan bagian dari rumah dengan akun netflix untuk akun ini"". coba deh tolong dibenerin lagi ini gimana caranya.",langgan netfix buka tulis perangkat rumah akun netflix akun coba deh tolong dibenerin gimana,langgan netfix buka tulis perangkat rumah akun akun coba tolong dibenerin gimana,
Siti Rohmah,5,saya tidak bisa log out gimana ya caranya,log out gimana,log out gimana,
Rifki Ihsan Maulana,4,tolong paket 1080p di turunkan harganya,tolong paket turun harga,tolong paket turun harga,netral
DARCO GAMING,1,saya sudah bayar 65.000 saldo saya kepotong tapi tdk terdaftar,bayar saldo potong tdk daftar,bayar saldo potong daftar,
Tino Jam,1,udah Bayar ga bisa masuk tolol,udah bayar masuk tolol,bayar masuk,
Uttun Apridan,5,bagus,bagus,bagus,
Vikram Sanusi,1,mau masuk saja susah,masuk susah,masuk susah,
M R,4,"Overall oke lah baik dari kemudahan penggunaan, tampilannya, maupun fitur-fitur menontonnya. Hanya saja untuk variasi filmnya kurang lengkap, cenderung kurang update untuk film-film bagus, dan untuk update mingguannya juga sedikit.",overall oke mudah guna tampil fitur fitur tonton variasi film lengkap cenderung update film film bagus update minggu,overall oke mudah tampil fitur fitur tonton variasi film lengkap cenderung update film film bagus update minggu,
Asep Kusno,5,sangat membantu,bantu,bantu,
Please Call Me Yesa,3,Kenapa saya tidak bisa menonton Netflix menggunakan WIFi padah sebelumnya saya bisa,tonton netflix wifi padah,tonton wifi padah,
Ahmad Jaelani,1,aplikasi rusak nge bug mulu masa tiap mau nonton suka black screen kalo ga black screen video nya nge stuck tapi suara nya tetep ada,aplikasi rusak nge bug mulu nonton suka black screen kalo black screen video nya nge stuck suara nya tetep,rusak nge bug mulu nonton suka black screen kalo black screen video nge stuck suara tetep,
Syafa Azzahra,5,y bgs klo bisa bnykin anime ny.,bgs bnykin anime nya,bgs bnykin anime,
Grand Master,1,"Kekurangan : 1.Sinopsis film terlalu sederhana, tidak menarik. 2. Terlalu sering menampilkan film rating imdb rendah di beranda. Film rating tinggi justru di pendam. 3.opsi langganan hanya 1 bualanan, tidak ada yg sekalian 3 bulan, 6 bulan, 12 bulan, kalau di buat lebih murah dikit lebih bagus lagi 4. Saran, buatkan fitur untuk membuat rating usia sendiri, misal : ketelanjangan = 21+, kekerasan = 21+, bahasa vulgar = 18+, bahasa kasar = 18+ . Dll downloader bermasalah.",kurang sinopsis film sederhana tarik tampil film rating imdb rendah beranda film rating pendam opsi langgan bualanan murah dikit bagus saran buat fitur rating usia telanjang keras bahasa vulgar bahasa kasar dll downloader masalah,sinopsis film sederhana tarik tampil film rating imdb rendah beranda film rating pendam opsi langgan bualanan murah dikit bagus saran fitur rating usia telanjang keras bahasa vulgar bahasa kasar dll downloader,
Samuel Aritonang,1,gangguan,ganggu,ganggu,
Edward Jonathan,1,"SAYA TELAH DAFTAR PEMBAYARAN MENGGUNAKAN SHOPEEPAY SALDO SHOPEEPAY SAYA 54.000 SUDAH TERPOTONG TETAPI AKUN TETAP TIDAK BISA DIGUNAKAN TULISAN NYA LANJUTKAN PENDAFTARAN AKUN PIHAK CS NETFLIX SUDAH SAYA HUBUNGI TETAPI JAWABAN NYA TIDAK MENYELESAIKAN MASALAH KATANYA MASALAH OTORISASI DLL,SEDANGKAN PIHAK CS SHOPEE MENGINFOKAN BAHWA SALDO TERSEBUT SUDAH SUKSES BERHASIL TERKIRIM KE PIHAK NETFLIX.NETFLIX MALAH MENYURUH SAYA MEMBATALKAN PEMBAYARAN DI SHOPEEPAY SEDANGKAN PEMBAYARAN ITU SUDAH SUKSES.",daftar bayar shopeepay saldo shopeepay potong akun tulis nya lanjut daftar akun netflix hubung nya selesai otorisasi dll shopee info saldo sukses hasil kirim netflix netflix suruh batal bayar shopeepay bayar sukses,daftar bayar shopeepay saldo shopeepay potong akun tulis daftar akun hubung selesai otorisasi dll shopee info saldo sukses hasil kirim suruh batal bayar shopeepay bayar sukses,
Sahrul,1,hadeh Langganan mahal mahal gambar video malah SD👎👎👎,hadeh langgan mahal mahal gambar video,hadeh langgan mahal mahal gambar video,
cahaya. puri,5,mantap ka bagus ya,mantap bagus,mantap bagus,
Syipaling,4,"bagus sih, tapi sekedar saran aja kalo rilis film bioskop ke netflix cepetan ya... soalnya kasihan yang udah terlanjur beli vip malah film yang ditunggu-tunggu belum masuk ke netflix",bagus sih dar saran kalo rilis film bioskop netflix cepetan kasihan udah lanjur beli vip film tunggu tunggu masuk netflix,bagus sih dar saran kalo rilis film bioskop cepetan kasihan lanjur beli vip film tunggu tunggu masuk,
umiyana savitri,5,Aku suka Netflix karena aku menonton yang hangat film,suka netflix tonton hangat film,suka tonton hangat film,
Megi Sandri,1,aplikasi nggak jelas udah daftar bayar nggak bisa masuk bayar lagi otomatis,aplikasi udah daftar bayar masuk bayar otomatis,daftar bayar masuk bayar otomatis,
Suixa Cha,1,loading teros,loading ros,loading ros,
Prima Rachman,5,ok,oke,oke,
Adly Putra,1,eror muluu gajelass akhir2 ini klo bukan krena ada film yg lgi on going ogah dah gmna ni perbaikan nya min eror 5.10,eror muluu gajelass krena film lgi going ogah dah gmna baik nya min eror,eror muluu gajelass krena film lgi going ogah dah gmna min eror,
Alle Ira,3,nge lag mlu,nge lag mlu,nge lag mlu,
Rosembrina Simanjuntak,1,"udah top up malah ga bisa nonton. vidionya spt kaset rusakkk macet"". tidak layak. segera perbaiki. mau brp lama spt ini",udah top nonton vidionya spt kaset rusak macet layak baik brp spt,top nonton vidionya spt kaset rusak macet layak brp spt,
Atok Suprapto,1,Netflix tolol kata nyaa mudah tapi di persulit,netflix tolol nyaa mudah sulit,mudah sulit,
Yusri Yusri,1,saya tidak bisa masuk dengan menggunakan akun email saya.. entah apa penyebabnya,masuk akun email sebab,masuk akun email,
Alzhri,2,memuat doang padahal sinyal 5g,muat doang sinyal,muat doang sinyal,
Dodiet Haryanto,5,bagus banget Netflix nya terus biasa nya di tv ada KPop demon hunters terbuat dari Netflix dan pas aku lihat foto foto orang dan ternyata ada sebuah film KPop demon hunters tapi tidak bisa nonton film itu mendingan saya nonton di tv dan rupa nya film itu ada di bioskop aku nonton situ bagus nyo,bagus banget netflix nya nya kpop demon hunters buat netflix pas lihat foto foto orang film kpop demon hunters nonton film mending nonton rupa nya film bioskop nonton situ bagus nyo,bagus banget kpop demon hunters pas lihat foto foto orang film kpop demon hunters nonton film mending nonton rupa film bioskop nonton situ bagus nyo,
WILLA EDREA,1,"apk gajelas , susah bgt login nya (klo bisa gue kasih bintang 0)",apk gajelas susah banget login nya gue kasih bintang,gajelas susah banget login kasih bintang,
tokeh cang,5,bagus,bagus,bagus,
Ryn T_Tnoob,5,"I really like this application, I often watch movies using this application with my family.",really like this application often watch movies using this application with family,really like this application often watch movies using this application with family,
Rahmah Yasmin Toyibah,1,"saya gak bisa login mulu, padahal udah reset katasandi tapi masih sama gabisa",login mulu udah reset katasandi gabisa,login mulu reset katasandi gabisa,
Nurul Nurul,5,loading mulu,loading mulu,loading mulu,
Halis Khalishah,1,RIBET BGT BIKIN AKUNNYA. mau nyusahin orang lewat apk kah? stress,ribet banget akun nyusahin orang apk kah stress,ribet banget akun nyusahin orang kah stress,
Ochy Ochy zeinna acaya,1,"semua email yang di daftar kan ga valid,jelas² itu email di pake",email daftar valid email pake,email daftar valid email pake,
nicholas paschalis,1,"Aplikasi bagus, cuma pembayaran akan otomatis, dan itu cukup membuat saya terhambat ketika top up",aplikasi bagus bayar otomatis hambat top,bagus bayar otomatis hambat top,
Mahatir Muhammad,1,mau nonton aja ribet anjir harus daftar,nonton ribet anjir daftar,nonton ribet daftar,
